date,plot,range,column,scientificname,genotype,treatment,blocking_height,method,aboveground_dry_biomass,units,method_type
2017-09-14,MAC Field Scanner Season 4 Range 5 Column 11,5,11,Sorghum bicolor,PI452542,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14320,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 8 Column 2,8,2,Sorghum bicolor,PI176766,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,18790,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 9,9,9,Sorghum bicolor,PI643016,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,42720,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 9 Column 10,9,10,Sorghum bicolor,PI329319,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,1673,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 13 Column 4,13,4,Sorghum bicolor,PI569244,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26630,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 14 Column 2,14,2,Sorghum bicolor,PI330182,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,1137,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 15 Column 2,15,2,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,38120,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 16 Column 4,16,4,Sorghum bicolor,PI562970,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,35010,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 18 Column 2,18,2,Sorghum bicolor,PI570042,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,9693,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 18 Column 10,18,10,Sorghum bicolor,PI646266,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,18680,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 19 Column 4,19,4,Sorghum bicolor,PI569455,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26270,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 9,22,9,Sorghum bicolor,PI329299,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,43590,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 23 Column 10,23,10,Sorghum bicolor,PI154846,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16540,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 26 Column 4,26,4,Sorghum bicolor,PI329569,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,43940,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 28 Column 2,28,2,Sorghum bicolor,PI152971,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23730,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 25 Column 12,25,12,Sorghum bicolor,PI273969,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,46300,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 28 Column 10,28,10,Sorghum bicolor,PI273465,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23710,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 28 Column 12,28,12,Sorghum bicolor,PI330196,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,20100,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 32 Column 3,32,3,Sorghum bicolor,PI330199,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,32250,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 34 Column 3,34,3,Sorghum bicolor,PI585461,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,21410,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 35 Column 10,35,10,Sorghum bicolor,PI642998,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,10660,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 33 Column 12,33,12,Sorghum bicolor,PI570073,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,18550,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 39 Column 3,39,3,Sorghum bicolor,PI651496,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17910,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 36 Column 14,36,14,Sorghum bicolor,PI569465,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,21420,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 40 Column 3,40,3,Sorghum bicolor,PI330858,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,26110,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 40 Column 4,40,4,Sorghum bicolor,PI329585,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,11880,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 40 Column 10,40,10,Sorghum bicolor,PI570110,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,2667,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 40 Column 11,40,11,Sorghum bicolor,PI563331,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,37460,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 47 Column 9,47,9,Sorghum bicolor,PI585961,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,19510,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 48 Column 2,48,2,Sorghum bicolor,PI620157,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,12260,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 46 Column 12,46,12,Sorghum bicolor,PI535793,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,9760,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 48 Column 11,48,11,Sorghum bicolor,PI651497,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,33240,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 49 Column 12,49,12,Sorghum bicolor,PI255239,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23490,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 2 Column 6,2,6,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 1-14,border,Whole above ground biomass at harvest,13430,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 33 Column 6,33,6,Sorghum bicolor,PI641810,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,24360,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 43 Column 5,43,5,Sorghum bicolor,PI570096,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,23340,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 46 Column 7,46,7,Sorghum bicolor,PI534120,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,10950,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 53 Column 8,53,8,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 1-14,border,Whole above ground biomass at harvest,18890,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 53 Column 3,53,3,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,32080,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 52 Column 15,52,15,Sorghum bicolor,PI569459,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,15790,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 20 Column 8,20,8,Sorghum bicolor,PI655972,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,20140,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 10 Column 8,10,8,Sorghum bicolor,PI586435,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,24690,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 8,13,8,Sorghum bicolor,PI329480,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,11580,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 14 Column 8,14,8,Sorghum bicolor,PI455307,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,30620,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 26 Column 8,26,8,Sorghum bicolor,PI585454,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,19550,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 28 Column 8,28,8,Sorghum bicolor,PI562982,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,22610,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 29 Column 8,29,8,Sorghum bicolor,PI641807,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,29340,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 31 Column 8,31,8,Sorghum bicolor,PI641821,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,23550,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 34 Column 8,34,8,Sorghum bicolor,PI585608,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,14220,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 48 Column 8,48,8,Sorghum bicolor,PI156326,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,14020,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 6,16,6,Sorghum bicolor,PI329546,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,28620,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 7,19,7,Sorghum bicolor,PI157035,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,19730,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 7,23,7,Sorghum bicolor,PI585452,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,17900,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 35 Column 6,35,6,Sorghum bicolor,PI146890,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,32480,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 37 Column 6,37,6,Sorghum bicolor,PI569452,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,45860,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 39 Column 6,39,6,Sorghum bicolor,PI525049,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,21590,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 44 Column 7,44,7,Sorghum bicolor,PI329338,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,15830,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 47 Column 7,47,7,Sorghum bicolor,PI563196,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,52490,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 49 Column 6,49,6,Sorghum bicolor,PI570038,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,23670,kg/ha,manual
